rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5.0,Grandkids & my kids love them! Bought 16 for Xmas!,"Every year I seem to buy something that ends up being a family gift. This was 2021.  I bought 5 for my kids & 11 for my grandkids. I’m buying myself one next.  Technically I bought 17, but mine was damaged. I returned it & I just have not reordered it yet bc I truly cannot choose which design I want now. There are so many choices.  It was nice to be able to buy an owl for one grandkid, unicorns for others, & dinosaurs & dragons too.  While input based 5 identical lights for my 5 kids that say I love you to the moon & back I did not duplicate a single grandchild‘s design. They each have their own unique lamp & they absolutely love them.",[],B092VPJV2S,B092VPJV2S,AFKZENTNBQ7A7V7UXW5JJI6UGRYQ,1642400423196,0,True
5.0,All 5 kids (21-35) loved them!,I bought these for my 5 kids who are scattered around the US bc this is what I have said to them for literally decades.  Every single kid without failed loved it. Then I bought a similar light for each of my grandkids as these were sold out.  The grandkids were tickled too.,[],B08Y7YY75P,B08Y7YY75P,AFKZENTNBQ7A7V7UXW5JJI6UGRYQ,1642399823338,0,True
4.0,Fanciness over functionality- my pair anyways.,"[[VIDEOID:fe0ded02cc8947de907313d213474717]] These are pretty, but the obvious design flaw is the extremely sharp scrolled bits that I’ve already cut my fingers on several times.  If they had curved the scroll back into itself instead of outwards it probably would have been okay, but as it is it both snags all of your fabrics & threads, but also tears your skin if you aren’t extremely careful.  So if I keep them I will either cover the sharp tips with glue, file them down, or use a soldering iron to reshape that part of the metal if I can find out if it’s safe to solder that type of metal.  The other issue I had is that the blades rub together as you can clearly see in the pics as it’s leaving marks on the metal.  As I intended to use these as embroidery snips I only need to open the scissors a tiny amount so it’s not terribly awful, but it does limit what I can do with these scissors as I had hoped to also use them for appliqué.  They are pretty & I like the overall design, but the manufacturer needs to fix the handles where the sharp parts are because it’s damaging to your expensive supplies & your body.  I have large hands for a girl which was the main reason I picked these bc I saw the handles appeared to have larger openings for the hands & they do.  As it has a screw holding the blades together I might try to adjust them to get the blades to be more fluid & not rub together & not dig into each other, but so far it just looks like the engineering is a hair off. The angles of the blades appear as though they will rub even after adjusting.  I hope not because other than what I’ve stated I like them.  They have a couple of design flaws, but I’m hoping I can work my way around them.","[{'small_image_url': 'https://m.media-amazon.com/images/I/A1+UkjnHs3L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/A1+UkjnHs3L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/A1+UkjnHs3L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/A199G4xE3zL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/A199G4xE3zL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/A199G4xE3zL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/A1K1VKSGhXL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/A1K1VKSGhXL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/A1K1VKSGhXL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/A1pdYxUaBdL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/A1pdYxUaBdL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/A1pdYxUaBdL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/B1GeWCEufYS._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/B1GeWCEufYS._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/B1GeWCEufYS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/B1O1jQfMNyS._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/B1O1jQfMNyS._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/B1O1jQfMNyS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/B1ZG3p599KS._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/B1ZG3p599KS._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/B1ZG3p599KS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/B1ZG3p599KS._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/B1ZG3p599KS._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/B1ZG3p599KS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/B1h7w2Bcu4S._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/B1h7w2Bcu4S._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/B1h7w2Bcu4S._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/B1o5jllFidS._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/B1o5jllFidS._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/B1o5jllFidS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/C14kivCpjGS._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/C14kivCpjGS._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/C14kivCpjGS._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07Y1XT2QS,B07Y1XT2QS,AFKZENTNBQ7A7V7UXW5JJI6UGRYQ,1628652405491,0,True
1.0,Arrived Dead.,"Arrived dead. Don’t know if the wiring was loose or the battery was just dead, but I decided not to try a replacement as I needed a working flashlight ASAP due to repeated power outages in my area.  Huge disappointment as I’ve used them in the past & been happy with them.",[],B00C1UXCX4,B08YK5THYD,AFKZENTNBQ7A7V7UXW5JJI6UGRYQ,1592678339564,0,True
5.0,"Nice leash, but I hate the snap!","I bought this specifically so yhst when my adorable grandkids walk my dogs and theirs they don’t drag our other very expensive 6 foot long leashes o. He ground and running mnhhem by fraying them. I live on a budget so making things last and jerking then pretty and I’m working order is a big deal to me. The fraying breaks my other leashes down and loosens the weave that makes them strong. I love these leashes. They are the perfect length for waking gigs and making them heel right next to you. The bungee part allows them to step off the sidewalk and go their business in the grass. I like them so much I now have 2 with 1 red and 1blue. The only hbu g I’m not grilled about is the bolt on the end.  They have a spring that renders them useless sometimes on other products I’ve purchased.  I would normally and probably should return this product now yhst I can see what type of snap/bolt they use, but I am disabled and returns that I have to drive to ups are a pain in the butt, but since this snap is functional I will use it until it eventually quits working and then I will take the bungee leash apart and replace the snap and continue up use it because the rest of it is very well made.  I purchaed it to Ide with my daughter Samantha’s husky/German Shepherd mixed dog who is still a puppy and does not know his own strength. He tends to pull on the leash in training and I was hoping to avoid that in the future due to my disabilities that include pins and rods holding my back together.  The bungee part of the leash  gives me enough notice to brace for impact when Bjkrn decides to try to bolt after bunnies and my grandkids. He’s just a big old baby that wants to have fun and I’m a broken grandma trying to hang on!  Lol. This leash allows me to do that without risk of further injuries!",[],B0772GCXF2,B0772GCXF2,AFKZENTNBQ7A7V7UXW5JJI6UGRYQ,1534446008538,0,True
1.0,Faulty item,Didn't work as soon as it was opened from the box. Disappointed.,[],B07PQQBF7R,B0B6P8HGLB,AGGZ357AO26RQZVRLGU4D4N52DZQ,1575314026488,0,False
5.0,Pleasantly Surprised,"I am surprised at how well these work. I strung them across some wooden posts in my backyard in mid-afternoon, straight out of the box. The &#34;on-off&#34; button is a little strange, because it's a push button - not a switch - and there is no way to tell if you're turning them off or on. Other than that minor annoyance, these work beautifully. I get up at 0500 for work, and after that first day I hung the lights up, I awoke for work and glanced out the window, totally shocked to see the lights still brightly glowing. I'm going to be purchasing a few more strands of these. If you're on the fence - get 'em! Keep in mind they are glass, so ensure they are secured if over a hard surface like a patio.",[],B072FNZMPH,B072FNZMPH,AGGZ357AO26RQZVRLGU4D4N52DZQ,1526049351116,0,False
2.0,Poor quality. Both strands,"Poor quality. Both strands, new out of the box, flickered sporadically, sometimes not responding at all to the &#34;on-off&#34; switch. Should have checked out the critical reviews. Although, I'm not sure I should have expected the moon for 8 bucks.",[],B014QMDRUC,B014QMDRUC,AGGZ357AO26RQZVRLGU4D4N52DZQ,1463583718000,0,True
5.0,Great,Great.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1bErj38AFS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1bErj38AFS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1bErj38AFS._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B082H8L7G9,B08TQJMV6W,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1616178504634,0,True
5.0,Read the reviews on here for instructions the instructions are not that great.,Great for my custom door.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/6185qXj5zoL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/6185qXj5zoL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/6185qXj5zoL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/714VC3ArWxL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/714VC3ArWxL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/714VC3ArWxL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B077MHDYPK,B07XFK7PZZ,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1602823263658,1,True
